,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
319,Btg1,Urah,Cfap206,Myocd,Nyap2,Dnal1,Zfp623,Klhl10,Cd96,A3galt2,Alas2,Mmp3,Bbox1,Rslcan18,Rxfp3,Fam124b,Ly6g5b,Cdk18,Fam241b,Wtip,Sat1,S100a9,Trbv13-1,Degs2,Ifi47,Cyfip2,Pgpep1l,Pirb,Spata18,Cyp26b1
320,Gck,Mroh8,Tsnaxip1,Drc7,Ecel1,Thumpd2,Hoxc13,Clec12b,Cd8a,Rslcan18,Pheta2,Plaat5,Tsnaxip1,Myot,Fabp3,Artn,Grasp,Ankrd2,Rd3,Bmf,Cadm1,Prtn3,Acad12,Ifng,Skap1,Il2rb,Echdc3,Kif18a,Galr1,Spx
321,Prg4,Cnksr1,Tcf15,Rhbdf2,Cck,Smim18,Abcc6,Arfgef3,AI182371,Cass4,Mroh5,Ms4a4d,Lfng,Cass4,Th,Ctse,Pcdhb4,Tll2,Sertad4,Ccl4,Abcc6,Capsl,Ctse,Klhl40,Il9r,Nid1,Olfr288,Anxa1,Cabyr,Fam131c
322,Tll2,Ucn2,Drc1,Efcab6,Scrt2,Impg2,Anxa6,March11,Marveld3,Best3,Dtl,Hist1h1t,Myof,Epcam,Baiap2l1,Gsg1,Klrb1b,Neurog2,Hist1h2ae,Cd300lf,Klhl35,Pkp2,Fam124b,Mns1,Nfkbid,Cxcr4,Lmntd1,Cd6,Tmem221,Tuba1c
323,Rnf133,BC017158,Agbl2,Cyp4x1,Elavl2,Hoxd4,Oas1c,Glce,Has1,Zfp994,Knl1,Zbtb42,Serping1,Pitx2,Il20ra,Sptlc3,Hbb-bt,Agtr2,Cfap157,Prkag3,Sp9,Dhx58,Igkv1-122,Clec18a,Rnf213,Il1r1,Coch,Stap1,Hspa1b,Runx3
324,S100a8,Efcab12,Dnah1,Hspb8,L1cam,Ubxn11,Coq8b,Slc22a8,Fam47e,Ildr1,Tex43,Troap,Mpzl1,Tmem232,Cd300lb,Cd163l1,Dlgap5,Mrgprh,Ctla2b,Ctse,Il17rb,Gpr21,Gmnc,Gprc5a,Vwf,Tnfrsf18,Aqp9,Unc5cl,Cd7,Icam1
325,Pi15,Gbp9,Scarf1,Cavin1,Mtus2,Ankfn1,Npas1,Matn1,Matn1,Ifi205,Efcab7,Cenpe,Ccdc60,Ccdc173,Lefty1,Sytl3,Wnt6,Mc4r,Egr1,Artn,Rnf125,Has2,Artn,Fcnb,Cxcl10,Gpr171,Sox18,Vars,Scube2,Slc36a2
326,Timp1,Trpc4,Nms,Ecrg4,Hcn3,Kcng2,Mia,Abcc9,Pbk,Pld6,Hba-a1,Siglecf,Kif27,Igf2bp3,Atp8b2,Lhcgr,Cenpe,Acbd7,Cd3d,Skap1,Ctla2b,Cd209a,Sptlc3,Tbata,Myo7a,Cd86,Qrfp,Bach2,Gpr139,Mn1
327,Cdca8,Wif1,Hydin,Fam167a,Opcml,Zmynd10,Lrrc9,Pik3r3,Rxfp3,Igkv4-72,Cox8b,Ak8,AC151602.1,Ms4a4d,Arhgef33,Gmnc,Zbtb42,Uts2b,Gpr83,Ucp2,Gin1,Sstr2,Nccrp1,Klrb1a,Ezr,Piezo1,Tlcd2,Rras2,Tnfsf9,Casz1
328,Nyx,Nppb,Adgrf5,Actr2,Vwc2,Cdk18,Echdc3,Hcrtr2,Ifi44,Grifin,Fkbp11,Obscn,Shroom3,Acot5,Pnma3,Igkv1-122,Hsd17b1,Fgfr4,Cacna1g,Ncaph,Aqp9,Aurka,Cd163l1,Tmprss2,Col13a1,Ahnak,Zfp951,Ccl5,Adamts8,Pold1
329,Echdc3,Hp,Prr16,Kif6,Tac2,Rpgr,Scn8a,Amhr2,Rrm2,Shcbp1,F9,Chrna3,Ttc34,Il18r1,Gck,Aldh1a7,Phf11c,Aire,Kcnj14,Il27ra,Agbl2,Klrb1b,Hcrtr1,Rad9b,Hist1h2ae,Slc15a3,Clec4n,Cmah,Zfp185,Sptbn5
330,Efcab7,Gfra3,Pln,Fas,Hdac7,Bcl2,Tlcd2,Usp18,Dock8,F10,Chaf1b,Cd300lb,Xaf1,Grifin,Acbd7,Mef2b,Sigirr,Ighg2b,Dlec1,Zic1,AI182371,Cd86,Lrrk1,Aga,Tuba1c,Socs1,H2-M2,Crip1,Dytn,Mzb1
331,Bok,Pdcd1lg2,Galnt14,Dlgap5,Nrn1,Tenm2,Oasl1,Onecut3,Ccser1,Npm2,Zpbp,Sct,Lrrc9,Npm2,Pkd1l2,Acad12,Ect2,Ngp,Kcnmb4,Cd8a,Cfap126,Efcab6,Cyb5r2,Rrad,Egr1,Stk26,Nek2,Il4i1,Sla2,Cdkn1a
332,Clec4n,Fosb,Itgb4,Ifi205,Ngef,Rec8,Wnk2,Shox2,Sp7,Mrln,Klhl10,Iqca,Oasl2,Shcbp1,Ccdc172,Trbv13-1,Tmem88,Tnfrsf13b,Arc,Marveld3,Gbp9,Hbb-bt,Wnt2b,Rnf2,Ubd,Tes,Ifi206,Ncf4,Crym,Ltb
333,Aurkb,Teddm2,Rcvrn,Ctla2b,Abcc8,Cartpt,Hic1,Rasip1,Ccdc121,Acot5,Mei4,Lefty1,Dnaic2,Mmp3,March11,Slc27a3,Ntn5,Pde6b,Gpnmb,Has1,Arid3b,Mppe1,Slc44a3,Rubcnl,Grap2,Gbp5,Gzma,Foxd1,Psrc1,Wnt6
334,Ect2l,Prok1,Lyz1,B3gnt4,Cpne6,Grm2,Ifi47,Tnfaip8l3,Enkur,Mmp3,Art1,Slc43a1,Ankfn1,Mrln,Cbln2,Cacng6,Ywhaz,S100a8,Hcrtr2,Pbk,Cox6a2,Fli1,Rnf138rt1,Alox12b,Vars,Thada,BC030867,Iqgap2,Epha1,Ung
335,Nlrp1b,Tslp,Cd69,Hsd17b1,Cdh18,Tmem114,Prom1,Ankrd34c,Susd5,Il20ra,Cdkn3,Cnn1,Als2cl,Igkv4-72,Cfap44,Rnf138rt1,Prkcd,Rnf133,AC151602.1,Clspn,Rad54l,Dlgap5,Slc4a1,Ces2g,Apoc4,Cd3d,Pilra,Pi16,Hist1h3a,Susd2
336,Spag8,Saa1,Lpar2,Cfap61,Prune2,Rapgef5,Cfap70,Cth,Star,Ms4a4d,Cyp11b1,Srms,Grap,Rnf125,Npy2r,Cdc6,Iglc3,Pcdhb6,Serpinb8,Igtp,Phf7,Spef2,Strc,Nhlh1,Socs1,Ubxn11,Atp6v0a4,Adh1,Cldn34c1,Zic1
337,Spata18,Prdm9,Insl5,Trim14,Cacnb3,Tcf15,Ankrd34c,Aifm3,Trh,Klrb1f,Xirp1,Samd3,Cfap45,Apoc4,Prrt4,Cyb5r2,Irf8,Ccdc172,Osgin1,Stra6,Dclre1b,Enkur,Misp,Mindy4b-ps,Ptp4a3,Anxa11,Npy2r,Lrg1,Isl1,Dennd1c
338,Galr1,Phf11b,Lrp2,Cd3d,Cbln1,Galnt14,Neu4,Pcdha1,Abra,Hist1h1t,Casr,Kif14,Sipa1,Klf5,Adamts8,Tex29,Itih4,Aloxe3,Pth2r,Rslcan18,Hspa1b,Cdca3,Slc27a3,Kcne2,Hist1h1b,Ly6a,Cfap57,Pold1,Mylk2,Cyp1b1
339,Naip5,Stk26,Ak8,Iqgap2,Prr16,Gpr21,Dsp,Ect2,Kif4,Plaat5,Slco2a1,Samd13,Mustn1,Klhl35,Pde4c,Slc44a3,Sdcbp2,Zic4,Phf11c,Cass4,Urah,Zbtb42,Cdc6,Fam178b,Stap1,Pear1,Ect2l,Dclre1b,Zfp975,Pafah1b3
340,Zbed4,Igsf11,Baiap2l1,Adam33,Slc7a10,Gabrg2,Ttc16,Acta2,Epcam,Onecut3,Gapt,Trim30b,Pdcd4,Galr3,Apoa2,Strc,Ms4a4a,Vwa5b1,Add2,Kif4,Ropn1l,Zfp974,Clhc1,Itgb1bp2,Btg2,Map3k9,Nlrp1b,Irf7,Il1b,Mustn1
341,Llgl2,Mroh5,Ccdc170,Hist1h2ae,Gad2,Fxyd6,Cracr2a,Acbd7,Zfp994,Cd300lb,Wnt10b,Phf11c,Stat6,Col6a6,Cep112,Clhc1,Gda,Trh,Gabre,Ccl1,Cxcl9,Sctr,Tex29,Trbv12-2,Piezo1,Gnai3,Htr5b,Klf2,Tex26,Mlip
342,Anxa1,Colec10,Itk,Trim30b,Fyn,Hcrtr1,Susd5,Mc4r,Ildr1,Lefty1,Samd11,Sypl2,Gprc5c,Cd300lb,Stra6,Misp,Serpina10,Sdc1,Grb7,F10,Cldn34c1,Ttc34,Cacng6,Cfd,Itgae,Col4a1,Asgr1,Timp1,Sp9,Igha
343,Uhrf1,Dtl,Kif27,Osgin1,Agbl4,Npy,Matn1,Gin1,Pitx2,Sct,Efcab12,Tmem121b,C3,Iqca,Cck,Rasgrp4,Aurkb,Prdm5,Tnfaip8l3,Trpv4,Cracr2a,Cenpf,Pde4c,Rhd,Pdlim4,Unc119,Cabyr,Col6a3,Vsig2,Tinagl1
344,Rnf122,Tex43,Abcc9,Mmp25,Vars,Pkd1l2,Kcng1,Raver2,Bnipl,Col6a6,Acad12,Otp,Mal,Chrna3,Bspry,Prdm5,Trdc,Lmod2,Cfap70,Ccdc173,Meis2,Lrrc51,Nos1,Aldh3b2,Twist1,Parp14,Hspa1b,Lrrk2,Rhbdl2,Rnf2
345,Psrc1,Knl1,Cmah,Slco1a4,Cacna1h,Rab38,Anxa11,Etnk2,Myot,Iqca,Nccrp1,Dnah8,Nme5,Onecut3,Tbx21,Pbk,Hsh2d,Pgpep1l,Ankrd34c,Hist1h1c,Dock2,Fhl1,Pbk,Pabpc1l,Clec14a,Zbp1,Tmem221,Cd3d,Ccdc68,Cybb
346,Zfp975,Alas2,Clec9a,Map3k7cl,Sdsl,Il1rapl1,Tekt1,Stc2,Cass4,Gal,Ctse,Angptl1,C1qtnf3,Lefty1,Pkp2,AI182371,Ptk2b,Trdn,Tmem60,Cd300lb,Fyb,Ect2,Fam47e,Fbxo47,Cbfa2t3,Rhbdf2,Dytn,Sh2d2a,Vip,Ets1
347,Il19,Pheta2,Gtse1,Snai1,Entpd3,Slc4a9,Oas3,Adm,Rslcan18,Gper1,Artn,Insl6,Ttc25,Sct,Rasal1,Rxfp3,Qprt,Coch,Hba-a1,Galr3,Slc12a7,Pih1d2,Cd96,Cpa6,Ccl4,Eln,Spata18,Mgp,Apoa2,Mb
348,Car5a,Zpbp,Fyb,Myo1g,Gabrg2,Togaram2,B3gnt6,Lrrc51,A3galt2,Itm2a,Mef2b,Rnf39,Bst2,Il12rb1,Hoxa2,Marveld3,Dnase1l3,Olfr288,Abcc8,Samd3,Bspry,Itk,Marveld3,Dmrt2,Clec9a,Lyz1,Galr1,Adgb,Car5a,H2-Oa
349,Vsig2,Xirp1,Foxd3,Cenpf,Carmil2,Cpne4,Inava,Olfr288,Mxd3,Srms,Lhcgr,Gpr160,Ccdc170,Tcim,Rbpms,Kcnh4,Llgl2,Aqp9,Pnma3,Cnn1,Gpr165,Samd11,Has1,Crct1,Pear1,Cd69,Gpr139,Tnfrsf18,Tcte1,Gbp4
350,Ifng,Mei4,Zbbx,Lsp1,Plekhd1,Has1,Hist1h1c,Fos,Hsh2d,Slc43a1,Sptlc3,Lilra5,B3gnt4,Il2ra,Gp1bb,Cd96,Icos,Lmntd1,Gja4,Kif14,Fam167a,Tnfrsf1b,Kcnh4,Krt18,Abracl,Prdm11,Tnfsf9,Aox3,Vipr2,Adam8
351,Klhl40,Gapt,Tnfrsf13c,Dusp5,Meis2,Col4a2,Fas,Rsad2,Tsnaxip1,Myom2,Cd163l1,Dthd1,Map3k7cl,Srd5a2,Kcnj8,Cd8a,Eps8l2,Nyx,Rsad2,Samd13,Has2,Nos1ap,Rxfp3,Pla2g4f,Wnt6,Ccl5,Pklr,Acvrl1,Il17rb,Map3k6
352,Adgrf2,Klhl10,Stk33,Slc25a35,Pnma3,Wdr78,Nr1h3,Gja4,Cfap206,Fignl1,Sytl3,Slc26a3,Zmynd10,Tesmin,Pkd2l1,Matn1,Itgam,Ncaph,Samd11,Slc43a1,Ly6g5b,Hmgcs2,Cd8a,Slc17a7,Cxcr4,Cybb,Scube2,Mgl2,Colq,Syt1
353,Spdl1,Grhl3,Pkd1l2,Arhgap29,Itih3,Srms,Hist1h1t,Gzma,Kif18a,Kif14,Trbv13-1,Gabre,Slc24a4,Slc43a1,Sat1,Has1,Btg2,Dlk2,Adgb,Crybg1,Ifih1,Ccdc151,AI182371,Tdrd12,Adam33,Timeless,Adamts8,Cd300lf,Impg2,Ccn1
354,Clec18a,Wnt10b,Ccdc162,Ect2,Fam171a2,Sertad4,Cd109,Zfp951,Esam,Cnn1,Gsg1,Shox2,Aoc3,Kif14,Efcab6,Fam47e,Phf11b,Mypn,Zmynd10,C1qtnf3,Irx3,Crispld2,Kif4,Slc26a7,Fcmr,C1qa,Naip5,Stk26,Wdr86,Cxcl10
355,Tbata,Art1,Smim38,Hba-a1,Mafa,Doc2b,Tinagl1,Npy2r,Npm2,Dlec1,Igkv1-122,Hist1h2ap,Irx3,Fignl1,Calca,Mns1,Adam8,Zfp951,Pik3ap1,Dnah8,Foxm1,Ccdc173,Bnipl,Gfy,Ifi209,Itih4,Zfp185,Ifi30,Adgrf2,Casq1
356,Tmprss2,Enpp3,Rrad,Cox8b,Car2,Nanos1,Gp1bb,Oas1c,Mrln,Cep112,Aldh1a7,Ctf1,Tmem51,Srms,Inava,Pitx2,Crispld2,Cacna1s,Nqo2,Pcdha1,Rassf9,Dusp2,Cass4,Syt8,Ifi205,Hsh2d,Cd7,Celsr1,Tctex1d4,Chst3
357,Gprc5a,Sowahb,Dnah10,Cbfa2t3,Sgms1,Tll2,Galr3,Scube2,Il18r1,Plcg2,Gmnc,Acbd7,Cep68,Myom2,Robo4,Epcam,Igtp,Nek2,Ift81,Rad54b,Kcnmb4,Spag8,Rslcan18,Slc6a16,Oas1a,Cald1,Hist1h3a,Itih2,Rxfp1,Tcim
358,Ulbp1,Cyp11b1,Lrrc10b,Ccn1,Sncg,Ankrd2,Slc6a20a,Sdcbp2,Klrb1f,Slc22a8,Prkag3,Mc4r,Pipox,AA467197,Nos1ap,A3galt2,Baiap2l1,H2-M2,Clec4a3,Ms4a4a,Atp13a5,Zfp623,Ccl1,Ltf,Tes,Rbpms,Sla2,Icosl,Kcng1,Hist1h1b
359,Akr1c13,Clec12b,Rarres2,Rad9b,Pde2a,Zfp235,Wdr54,Crym,Txndc2,Chrne,Fam124b,Ighg2b,Ccdc121,Mycl,Slc30a10,Abra,Trac,Clec4n,Inpp5d,Mc4r,Rem1,Oas1c,A3galt2,Qrfprl,Ccn5,Rreb1,Epha1,Tnf,Spdl1,Fcrl1
360,Bspry,Casr,Zic4,Il2rb,Grm5,Nyx,Chtf18,Fam149a,Mmp3,Insl6,Cdhr3,Fgfr4,Akna,Sdcbp2,Cenpe,Ildr1,Ccn1,Gfi1,Igf2bp3,Fgfr4,Serpine1,Lrmp,Zfp994,Nrk,Cald1,Lgals3,Cldn34c1,Tes,S100a9,Shc4
361,Kif23,Chaf1b,Pdcd4,Samd11,Slc6a7,Iglon5,Spata17,Oas1a,Ms4a4d,Ccn4,Hoxc13,Neurog2,Prkd2,Ptger1,Hoxd3,Rslcan18,Cmah,Qrfp,Crygn,Tbx2,Lrrc46,Thbs2,Epcam,Trpv6,Bcl2l12,Dnase1l3,Zfp975,Isg20,Myo18b,Lrrc51
362,Oas3,F9,Adh1,Clspn,Kcnd3,Cabp1,Srms,Dao,Hist1h1t,Hjv,Tfrc,Mrgprh,Shank2,Rad54b,Hrh3,Myot,Clec2i,Gzma,Espn,Hist1h2ae,Susd5,Ms4a4a,Pitx2,Treml1,Tnfrsf18,Tuba1c,Crym,Zgpat,AW146154,Ifi47
363,Prtn3,Cd109,Chia1,Hspa2,Cdh8,Adam33,Hrh3,Mindy4b-ps,Shcbp1,P2rx1,Nanos3,Ankrd2,Piezo1,Gpr160,Dclre1b,Cass4,Dock8,Gdnf,Bok,Qprt,Myof,Tnni3,Myot,Wfdc8,Dpt,Ccn2,Psrc1,Mfge8,Fibcd1,Shisa5
364,Dclre1b,Kif27,Vwa3a,Cdkn1a,Sirt2,Slc44a5,Col25a1,Odf3,Fank1,Angptl1,Zfp958,Gad1,Dnah5,Ccn4,Phf7,Ccl1,Swap70,Ifi206,Eno4,Cfap45,Slc18a3,Cfap206,Abra,Slc30a2,Cdkn1a,Trim30b,Isl1,Piezo1,Zfp879,Slc12a7
365,Hist1h2ap,Erbb3,Pi15,Nanos3,Col11a1,Ank1,Pih1d2,Vsig2,Rbm24,Rad54b,Slc44a3,Ifi44,Sh2b3,Pcdha1,Derl3,Best3,Tcim,Btk,Ccl17,Tmem121b,Nudt15,Mcm5,Ildr1,Depdc1b,Islr,Batf3,Tcte1,Adam33,Frmpd2,Blk
366,Itga11,Cyp3a13,Cep41,Depdc1b,Fry,Npy2r,BC025920,Apoa2,Nppc,Sh2d1b1,Clhc1,Zswim1,Stat1,Angptl1,Slit3,Kif4,Smim38,Tekt1,Nmur2,Echdc3,Vegfa,Sphk1,Best3,Raver2,Rhbdf2,Myof,Vipr2,Anxa11,Bik,Herc6
367,Trbv12-2,Trbv13-1,Tll1,Drc3,Cdkl1,Gpr139,Kif18a,Xaf1,Cfap45,Olfr691,Slc4a1,Rnf133,Swap70,Dnah8,Tmem161b,Zfp994,Cnn2,Asgr1,Armc2,Olfr288,Ajuba,Aurkb,Scrt1,Urah,Itpr3,Serpina10,Car5a,Ddit4l,B3gnt6,Dusp2
368,Pabpc1l,Gmnc,Sez6,Klhl14,Ccdc39,Isl1,Fam178b,Adgrf5,Slc5a11,Myo1a,Cdc6,Pcdhb6,Sh3bp4,Rnf39,Hcrtr2,Bnipl,Wdr62,Htr5b,Ccser1,Dnaaf3,Hist1h1t,Ptpn7,Klrb1f,Mroh8,Sema3b,Cacnb3,Sp9,Btg2,Pkp2,Zfp623
369,Itgb1bp2,Cd163l1,Piezo1,Tmem232,Samd5,Tex26,Kcne2,Clec4a3,Ccdc162,Dthd1,Wnt2b,Tnfrsf13b,Pln,Olfr691,Nhlrc1,Ccdc65,Zic4,Nlrp1b,Oas1a,Rarres2,Plaat5,Dnah1,Ms4a4d,Hsf2bp,Cd86,Mgl2,Vip,Top2a,Capsl,Myo7a
370,Fbxo47,Nccrp1,Apoc4,Map3k1,Rims2,Fibcd1,Actr2,Wdr54,Sct,Dnah8,Tex29,Slc26a10,Kcp,Insl6,Rsph10b,Rrad,Serpine1,Npy2r,Mgl2,Clec4n,Zfp185,Slc5a11,Mrln,Gemin4,Il2ra,Tnfsf11,Tex26,H2-DMb2,Tbx21,Bank1
371,Cfd,Sytl3,Hoxc13,Ebf2,Gpld1,Rxfp1,Sprr1a,Wfdc8,Chrna3,Lilra5,Strc,Nmbr,Fli1,P2rx1,Gabre,Plaat5,Kcnk5,Atp6v0a4,Irx3,Nek2,Gemin4,Agbl2,Plaat5,Cnksr1,Tmc8,Nr2f2,Vsig2,Cacna1h,Syt15,Itga1
372,Kcne2,Lhcgr,Rnf125,Tcim,Nrgn,Wdr86,Uts2b,Slc6a16,Col6a6,Rnf39,Misp,Parp16,Asb14,Myo1a,Repin1,Ms4a4d,Fcrl1,Pilra,Odf3b,Cacna1s,P3h2,Cd2,Hist1h1t,Cd300lg,Gbp4,Emid1,Apoa2,Cald1,Akr1c13,Piezo2
373,Fam178b,Prkag3,Ccdc146,Cables1,Mapk12,Gad1,Myh7,Syt8,Iqca,Mn1,Cacng6,Coch,Amigo2,Tsnaxip1,Epha10,Il18r1,Rad54l,BC030867,Lrrc43,Zfp951,Cep41,Oasl2,Acot5,Slpi,Spib,Lef1,Ccdc68,Arid3b,Kif23,Tacc2
374,Odf3,Acad12,Doc2b,Itih4,Dkk3,B3gnt4,Nrk,Krt18,Cd300lb,H2-M3,Rnf138rt1,Nyx,Jph2,Trdc,Prdm5,Npm2,Pi15,Cfap57,Itih4,Cyp1b1,Bbox1,Tdrd5,Igkv4-72,Trim55,Trim7,Ubd,Impg2,Drc1,Oas3,Limd2
375,Aldh3b2,Aldh1a7,Spib,Cdca8,March11,Sall3,Qprt,Gfy,Onecut3,Gvin1,Cyb5r2,Aqp9,Dnah10,Mcm5,Slc7a1,F10,Rnf125,Ect2l,Cdca8,Cxcr3,Ifi44,Hspb1,Npm2,Adgb,Pim1,Ung,Il1b,Wnt6,Bspry,Nfkbid
376,Nhlh1,Sptlc3,Slc7a1,Oas1c,Ift74,Sstr2,Rpgr,Tdrd5,Ifi205,Ankrd2,Tmem88,Echdc3,Fam92b,Kif18a,Hba-a1,Klrb1f,Ankle1,Pfkfb1,Lrrc51,Nek11,Itgae,Pln,Txndc2,Depp1,Aox3,Carns1,Il17rb,Susd2,Spaar,Ezr
377,Rhd,Gsg1,Grap,Crybg1,Rpgr,Dlec1,Nos1,Gemin4,Pld6,Mc4r,Slc25a35,Trdn,Usp18,Neurog2,Samd11,Shcbp1,Slc12a7,Abcc6,Magel2,Thbs1,Ccdc173,Rassf9,Grifin,Il1r1,Ccl8,Unc5cl,Rhbdl2,Cbfa2t3,Prtn3,Dgka
378,Alox12b,Igkv1-122,Tmie,Gimap9,Calb1,Myocd,Tfb2m,Slpi,Llgl2,Tll2,Ccl3,Clspn,Gbp2,Mrgprh,Met,Acot5,Ezr,Gprc5c,Ms4a4a,Tmem177,Rpgr,Cstad,Il20ra,Tslp,Btla,Bcl11b,Rxfp1,Il34,Dmkn,Stap1
379,Mindy4b-ps,Artn,Phf7,Ms4a4a,Akain1,Gjd2,Nhlrc1,Cnksr1,Gprc5c,Prg4,Rxfp3,Met,Samhd1,Ankrd2,Acss3,Igkv4-72,Zfp235,Tmem221,Sdcbp2,Itgae,Lipt1,Lyz1,Il18r1,Gfra3,Id4,Herc6,Frmpd2,Col5a3,Mcmdc2,Tagln2
380,Dnali1,Ptpn7,Ttll6,Ptger1,Syt6,Ralgps2,Ccdc151,Oas3,Colgalt2,Gck,Cd96,Cth,Ppp1r36,Gck,Ccdc173,Mrln,Kcnj2,Naip5,Myom1,Ifi44,Micall2,Rsph9,F10,Prok1,Serpina10,Sod3,Spdl1,Slpi,Gp1bb,Bcl11b
381,Cd209a,Gtse1,Fcmr,Ccdc121,Kctd16,Hcn1,Phf7,B3gnt6,Slc43a1,Ighg2b,Marveld3,Qrfp,Zic1,Mc4r,Ywhaz,Hist1h1t,Serpina3g,Pklr,Mcm5,Slc25a35,Samd3,Ribc2,Mmp3,Teddm2,Adh1,Sgms1,AW146154,Zic1,Myh4,Clec14a
382,Thumpd2,Clhc1,Ifi44,Ninj2,Plcxd3,Vegfa,Zbtb42,Spaar,Tesmin,Mrgprh,Fam47e,H2-M2,Stoml3,Tll2,Cmpk2,Grifin,Edn3,Tnfsf9,Tsnaxip1,Ltbp1,Galr3,Oasl1,Shcbp1,Fosb,Pax5,Foxm1,Zfp879,Kcnmb4,Has2,Cep68
383,Slc26a7,Cdc6,Drc7,Tsnaxip1,Tfrc,Rsph9,Itga11,Pkp2,Srms,Agtr2,Has1,Mypn,H2-Q7,Uts2b,Ttc12,Txndc2,Bmp4,Spata18,Kif18a,Pfkfb1,Gper1,Cd6,Gjb2,Pdcd1lg2,Top2a,Ccl22,Tctex1d4,Cybb,Ly6g5b,Rasa4
384,Pla2g4f,Slc44a3,Tcim,Serpina10,Sema7a,Ccdc116,Zswim1,Pln,Samd13,Aire,Cd8a,Ifi206,Lrrk1,Fgfr4,Il1rapl1,Il20ra,Casc1,Dytn,Themis2,Col16a1,Knl1,Arc,Susd5,Saa1,Kmo,Hist1h2ae,Bik,Slc43a1,Sstr2,Btla
385,Ltf,Cyb5r2,Sstr3,Cfap206,Col9a2,Entpd3,Caprin2,Npr2,Samd3,Ngp,Pbk,Clec4n,Abcc9,Aire,Gpld1,Mmp3,Itga11,Cabyr,BC017158,Vegfd,Hist1h1c,Lipt1,Trh,Nppb,Siglecf,Synpo2,Wdr86,Tcf7l2,Ankrd66,Egr3
386,Wfdc8,Misp,Nmu,Tcf15,Kcnj9,Ankrd34c,Dhx58,Doc2b,Myom2,Uts2b,AI182371,Cacna1s,Vit,Agtr2,Timeless,Pdgfrb,Ttc25,Adamts8,Myo7a,Cd6,Insl5,Adamts15,Cd300lb,Hp,Pla2g2d,Col6a3,Adgrf2,Cd86,Cd209a,Fam222a
387,Slc30a2,Rnf138rt1,Ctla2b,Sphk1,Slc16a11,Ect2,Fbxl8,Saa1,Cnn1,Acbd7,Olfr78,Gfi1,Mycbpap,Ccl8,Nhlh1,Obscn,Dclre1b,Scube2,Sprr1a,Btg2,Uhrf1,Lpar2,Lefty1,Camp,Hic1,Col5a1,Fibcd1,S100a9,Akap14,Pmp2
388,Syt8,Tex29,Nr4a1,Mcm5,Ttll1,Cfap54,Apbb1ip,Drc3,B3gnt4,Neurog2,Nmur2,Gzma,Hspb8,Tmem121b,Odf3,Stat4,Aoc3,Gpr139,Olig2,Ahr,AW146154,Gars,Col6a6,Wif1,Serpine1,Ankle1,Kcng1,Hba-a2,Myocd,Actn2
389,Qrfprl,Slc27a3,Cfap61,Hsh2d,Nxph4,Samd11,Dnaic2,Gp1bb,Ctla2b,Dusp5,Rslcan18,S100a7a,Plin4,Cfap45,Tmem51,Mgl2,Fxyd6,Hspa1b,Agbl2,Scube2,Bik,Emp2,Sct,Tnfrsf18,Ulbp1,Bst2,Col13a1,She,Pcdhb4,Def6
390,Slc6a16,Cacng6,Med7,Efhc1,Pdcd4,Zim1,Cstad,Cd6,Nmu,Tnnt1,Bnipl,Ntn5,Nr4a3,Qprt,Ebf4,Cd300lb,Ccdc88b,Tll1,Dnase1l3,Zfp185,Sema4c,Phf11b,Chrna3,Gipr,Def6,Gbp4,Tbx21,Hoxd11,Chtf18,Socs1
391,Tdrd12,Fam47e,Ccdc33,Zfp108,Adcyap1,Ntn5,Dtl,Zfp108,Tmem51,Trpv4,Myot,Zfp958,Ccdc40,Aloxe3,Kif18a,Sct,Col5a3,Isl1,Lrrc46,Cd7,Plau,Gdf10,Onecut3,Cfap74,Slc12a7,Egfl7,Pkp2,Rnf213,Il12a,Prkd2
392,Slc17a7,Cd96,Dlec1,Ip6k3,Dnal1,Scrt2,Gper1,Knl1,Ngb,Lox,Epcam,Stc2,Frmpd2,Pcdhb6,Cpa6,Lefty1,Nfkbid,Mylk2,Tnfsf11,Cabyr,Apoc4,Sypl2,Hes1,Knl1,Bach2,Cd6,Kif23,Slfn5,Piwil2,Rac2
393,Dmrt2,Cd8a,Dusp5,Slc5a11,Slc7a5,Tfb2m,Pde4c,Fgfr3,Nek11,Egr3,Best3,Rgs1,Ttc16,Ccdc172,Adam33,Chrna3,Amhr2,Psrc1,Tdrd5,Ulbp1,Tmem40,Kif27,Samd13,Tex43,Blk,Ttll3,Syt15,Trim30b,Aurka,Gimap4
394,Gfy,Marveld3,Gjb2,Cfap45,Hpcal4,Nos1,Erich3,Akap14,Fos,Aloxe3,Ildr1,Pkd1l2,Gkn3,Rnf133,Trim66,Iqca,Hspb8,Hist1h3a,Hydin,Akna,Flrt1,Pla2g2d,Myom2,Alas2,Bank1,Ifi47,Mcmdc2,Dusp2,Ttc29,Lhfpl2
395,Krt18,Kcnh4,Itgb2,Bbox1,Npy,Rgs22,Hspa1b,Cbln1,Gpr160,Ccdc172,Pitx2,Spag8,Sp100,Pde6b,Dnah1,Onecut3,Egr1,Sla2,Llgl2,Cldn34c1,Pde4c,Clec9a,Srms,Dtl,Slamf1,Il34,B3gnt6,Myof,Klrb1b,Gja4
